relation,count,distinct_heads,distinct_tails,distinct_pairs,specificity
có hạn chế,1,1,1,1,1.0
nhận quy chế từ,1,1,1,1,1.0
tự học,1,1,1,1,1.0
cung cấp phản hồi,1,1,1,1,1.0
thường xuyên,1,1,1,1,1.0
được khảo sát định kỳ,1,1,1,1,1.0
được đồng bộ,1,1,1,1,1.0
có phát biểu tổng kết,1,1,1,1,1.0
bắt đầu chuyển đổi,1,1,1,1,1.0
thí điểm,1,1,1,1,1.0
đã diễn ra với,1,1,1,1,1.0
đã lắng nghe,1,1,1,1,1.0
tham gia công tác,1,1,1,1,1.0
được đặt mục tiêu tại,1,1,1,1,1.0
gợi hứa hẹn,1,1,1,1,1.0
được mời báo cáo tại,1,1,1,1,1.0
có cơ lý tính biến đổi,1,1,1,1,1.0
gắn bó trong,1,1,1,1,1.0
tập trung nghiên cứu về,1,1,1,1,1.0
tổ chức thường niên,1,1,1,1,1.0
chiếm số đông là,1,1,1,1,1.0
được xem là thế mạnh của,1,1,1,1,1.0
không thua kém,1,1,1,1,1.0
được trao tặng cho,1,1,1,1,1.0
có yếu tố quan trọng là,1,1,1,1,1.0
được làm phong phú bởi,1,1,1,1,1.0
được bổ nhiệm nhiệm kỳ,1,1,1,1,1.0
được ghi nhận trong năm,1,1,1,1,1.0
nghiên cứu trên,1,1,1,1,1.0
ghi nhận kết quả của,1,1,1,1,1.0
được dự báo có,1,1,1,1,1.0
phải đối mặt với,1,1,1,1,1.0
sẽ bước vào,1,1,1,1,1.0
cần sẵn sàng chuẩn bị,1,1,1,1,1.0
SV học theo,1,1,1,1,1.0
được xếp bởi,1,1,1,1,1.0
đăng ký sẵn cho,1,1,1,1,1.0
xuất phát vào,1,1,1,1,1.0
không được mang,1,1,1,1,1.0
không được ghi hình,1,1,1,1,1.0
có kế hoạch chuyển đổi số,1,1,1,1,1.0
xây dựng và cung cấp,1,1,1,1,1.0
nêu chương trình,1,1,1,1,1.0
đào tạo liên tục,1,1,1,1,1.0
"được tài trợ chi phí học, thi",1,1,1,1,1.0
tham gia đào tạo thực chiến tại,1,1,1,1,1.0
có cơ hội thăng tiến,1,1,1,1,1.0
có cơ hội phát triển,1,1,1,1,1.0
được hướng dẫn cụ thể,1,1,1,1,1.0
gửi hồ sơ qua,1,1,1,1,1.0
ứng tuyển,1,1,1,1,1.0
dưới sự điều phối của,1,1,1,1,1.0
yêu cầu hoạt động,1,1,1,1,1.0
được chọn lọc cho,1,1,1,1,1.0
có hạn ứng tuyển,1,1,1,1,1.0
được theo dõi để cập nhật,1,1,1,1,1.0
người ứng tuyển tự trả từ,1,1,1,1,1.0
cần có hơn,1,1,1,1,1.0
điều khiển bởi,1,1,1,1,1.0
cần hiểu về nguyên lý hoạt động,1,1,1,1,1.0
cần nắm,1,1,1,1,1.0
thiết kế và triển khai,1,1,1,1,1.0
thiết kế và thi công,1,1,1,1,1.0
thiết kế phần cứng,1,1,1,1,1.0
lắp đặt và bảo dưỡng,1,1,1,1,1.0
nghiên cứu và đề xuất,1,1,1,1,1.0
đánh giá và triển khai,1,1,1,1,1.0
nhu cầu tuyển,1,1,1,1,1.0
tốt nghiệp trong,1,1,1,1,1.0
tổ chức tham gia,1,1,1,1,1.0
là công đoạn,1,1,1,1,1.0
thực hiện công việc thiết kế,1,1,1,1,1.0
là cựu sinh viên thuộc,1,1,1,1,1.0
số lượng tuyển dụng,1,1,1,1,1.0
đối tượng tuyển dụng,1,1,1,1,1.0
được thưởng khi thi đạt,1,1,1,1,1.0
được công ty mong muốn nhận được thông tin từ,1,1,1,1,1.0
đăng tin tuyển dụng,1,1,1,1,1.0
được tiếp cận từ,1,1,1,1,1.0
hướng dẫn cách thức,1,1,1,1,1.0
đã nộp kèm,1,1,1,1,1.0
không phải nộp tiền,1,1,1,1,1.0
chưa tham gia BHYT,1,1,1,1,1.0
phải nộp tiền trực tiếp tại,1,1,1,1,1.0
được tuyển từ,1,1,1,1,1.0
được ứng dụng tới,1,1,1,1,1.0
tổ chức thi,1,1,1,1,1.0
đăng ký học và thi thường xuyên trên,1,1,1,1,1.0
liên hệ mật thiết,1,1,1,1,1.0
chưa có trường nào,1,1,1,1,1.0
đi cùng đoàn cán bộ,1,1,1,1,1.0
được thăm vào dịp,1,1,1,1,1.0
tham gia xây dựng nền móng,1,1,1,1,1.0
tiến tới tiếp cận,1,1,1,1,1.0
được giảm,1,1,1,1,1.0
được giao chỉ đạo,1,1,1,1,1.0
là hình mẫu,1,1,1,1,1.0
là cầu nối,1,1,1,1,1.0
đúng chuyên ngành,1,1,1,1,1.0
để tìm hiểu,1,1,1,1,1.0
được thương mại hoá trên,1,1,1,1,1.0
có văn kiện về,1,1,1,1,1.0
được mời giảng,1,1,1,1,1.0
được xác định ngày,1,1,1,1,1.0
thuộc các khoá,1,1,1,1,1.0
ghi đầy đủ,1,1,1,1,1.0
có Hiệu Trưởng ban hành,1,1,1,1,1.0
là cán bộ hướng dẫn khoa học,1,1,1,1,1.0
dành cho các khóa,1,1,1,1,1.0
trong học kỳ,1,1,1,1,1.0
nhận/thu,1,1,1,1,1.0
chưa hoàn thành nghĩa vụ đóng,1,1,1,1,1.0
chưa hoàn thành trong học kì,1,1,1,1,1.0
được dự kiến thu trong,1,1,1,1,1.0
được thông tin về việc thu,1,1,1,1,1.0
có cùng định mức với,1,1,1,1,1.0
đối với sinh viên có quốc tịch nước ngoài,1,1,1,1,1.0
áp dụng mức,1,1,1,1,1.0
được gửi lại để,1,1,1,1,1.0
khai thông tin,1,1,1,1,1.0
yêu cầu bước,1,1,1,1,1.0
theo mẫu đính kèm,1,1,1,1,1.0
đưa ra kết quả,1,1,1,1,1.0
là chủ đề về,1,1,1,1,1.0
là sách thuộc series,1,1,1,1,1.0
phân tích từ,1,1,1,1,1.0
mục tiêu là xác định nguồn,1,1,1,1,1.0
mô tả bằng chứng,1,1,1,1,1.0
tập-số,1,1,1,1,1.0
nhằm nhận,1,1,1,1,1.0
theo chế độ,1,1,1,1,1.0
được cấp học bổng bởi,1,1,1,1,1.0
cung cấp danh sách,1,1,1,1,1.0
thuộc Trung tâm,1,1,1,1,1.0
được lập đến tháng,1,1,1,1,1.0
có thể chuyển giao,1,1,1,1,1.0
có thể phát triển,1,1,1,1,1.0
là phương cách,1,1,1,1,1.0
có hiệu suất cao cho,1,1,1,1,1.0
được quan tâm trong,1,1,1,1,1.0
đáng quan tâm đối với,1,1,1,1,1.0
giúp chế tạo,1,1,1,1,1.0
được xử lý và hoạt hóa bằng,1,1,1,1,1.0
ứng tuyển trong,1,1,1,1,1.0
nộp hồ sơ trực tuyến tại,1,1,1,1,1.0
chỉ chấp nhận theo,1,1,1,1,1.0
được cập nhật liên tục trên,1,1,1,1,1.0
liên hệ qua số,1,1,1,1,1.0
đã điều chỉnh mức thu,1,1,1,1,1.0
sẽ thực hiện trích thu,1,1,1,1,1.0
thời gian thực hiện từ,1,1,1,1,1.0
thời gian thực hiện đến trước,1,1,1,1,1.0
yêu cầu người học,1,1,1,1,1.0
nộp học phí qua,1,1,1,1,1.0
do nhà trường mở cho,1,1,1,1,1.0
đã thông báo thu,1,1,1,1,1.0
có thông tin đến,1,1,1,1,1.0
được đề nghị tuân thủ,1,1,1,1,1.0
để được giải đáp bởi,1,1,1,1,1.0
thực hiện thông báo,1,1,1,1,1.0
tại khóa,1,1,1,1,1.0
được cấp năm,1,1,1,1,1.0
thực hiện theo hình thức,1,1,1,1,1.0
kỳ 2,1,1,1,1,1.0
được giới thiệu để nhận,1,1,1,1,1.0
được TS. Hà Minh Hoàng hướng dẫn,1,1,1,1,1.0
được TS. Bùi Đình Tú hướng dẫn,1,1,1,1,1.0
nhận đầu tư,1,1,1,1,1.0
hỗ trợ thông qua,1,1,1,1,1.0
biến thành,1,1,1,1,1.0
chưa làm thủ tục trong ngày,1,1,1,1,1.0
cần chịu được,1,1,1,1,1.0
được làm việc,1,1,1,1,1.0
được làm việc trong,1,1,1,1,1.0
được ĐHQGHN giao,1,1,1,1,1.0
giao chỉ tiêu cho,1,1,1,1,1.0
là một hoạt động,1,1,1,1,1.0
nhằm tổng kết,1,1,1,1,1.0
hỗ trợ việc,1,1,1,1,1.0
nhanh chóng nắm bắt,1,1,1,1,1.0
được xem nhiều,1,1,1,1,1.0
chỉ đạo cùng,1,1,1,1,1.0
diễn ra sự việc,1,1,1,1,1.0
phấn đấu đến,1,1,1,1,1.0
ưu tiên coi,1,1,1,1,1.0
là khâu quan trọng thúc đẩy,1,1,1,1,1.0
được hòa chung,1,1,1,1,1.0
được dời,1,1,1,1,1.0
là thủ đô của,1,1,1,1,1.0
được tổ chức theo nhiều vòng,1,1,1,1,1.0
đăng ký từ,1,1,1,1,1.0
vào chung kết ICPC năm 2021,1,1,1,1,1.0
học tập và nghiên cứu,1,1,1,1,1.0
đồng hành và dìu dắt,1,1,1,1,1.0
được tiếp tục,1,1,1,1,1.0
đạt vị trí trong,1,1,1,1,1.0
dán thông tin tại,1,1,1,1,1.0
được chuẩn bị trước khi giao cho,1,1,1,1,1.0
được vệ sinh sau mỗi tiết học bởi,1,1,1,1,1.0
trên thế giới,1,1,1,1,1.0
không là ngoại lệ đối với,1,1,1,1,1.0
được xếp hạng ảnh hưởng nhất thế giới,1,1,1,1,1.0
là nguồn theo,1,1,1,1,1.0
được gắn trong,1,1,1,1,1.0
được tổ chức phối hợp với,1,1,1,1,1.0
nổi bật của,1,1,1,1,1.0
được nói đến trong,1,1,1,1,1.0
nổi bật trong,1,1,1,1,1.0
tổ chức Đại hội,1,1,1,1,1.0
đánh giá kết quả,1,1,1,1,1.0
ban hành kế hoạch,1,1,1,1,1.0
đã chỉ đạo,1,1,1,1,1.0
được duy trì trong,1,1,1,1,1.0
được đảm bảo và tăng cường,1,1,1,1,1.0
cam kết làm việc,1,1,1,1,1.0
được thông qua tại,1,1,1,1,1.0
xuất hiện vào,1,1,1,1,1.0
nhận được sự quan tâm của,1,1,1,1,1.0
đã được triển khai tại,1,1,1,1,1.0
được hình thành theo ý tưởng ở,1,1,1,1,1.0
sẽ nhanh chóng nổi lên,1,1,1,1,1.0
đứng ở,1,1,1,1,1.0
xuất hiện từ,1,1,1,1,1.0
ngày càng có thêm,1,1,1,1,1.0
đồng thuận rằng,1,1,1,1,1.0
được định nghĩa bởi,1,1,1,1,1.0
là một tập,1,1,1,1,1.0
ký hợp đồng chính thức với,1,1,1,1,1.0
được giao để cung cấp dịch vụ tới,1,1,1,1,1.0
yêu cầu dịch vụ thông qua,1,1,1,1,1.0
hoặc thông qua,1,1,1,1,1.0
cho phép tìm kiếm,1,1,1,1,1.0
cho phép chỉ định,1,1,1,1,1.0
mang tên một mẫu thuế,1,1,1,1,1.0
có mức lương thấp,1,1,1,1,1.0
có giám sát thấp,1,1,1,1,1.0
giảm giá trị,1,1,1,1,1.0
ở trạng thái thống trị,1,1,1,1,1.0
tăng cơ hội cho,1,1,1,1,1.0
chi phối phân bố,1,1,1,1,1.0
đặt ra thách thức đo lường,1,1,1,1,1.0
cần nỗ lực để,1,1,1,1,1.0
cần được quản lý,1,1,1,1,1.0
có đặc trưng của,1,1,1,1,1.0
có giá trị trao đổi,1,1,1,1,1.0
có đặc trưng không phải là,1,1,1,1,1.0
không thể giải thích được vì,1,1,1,1,1.0
không tiêu hao,1,1,1,1,1.0
gây cản trở tới,1,1,1,1,1.0
được bán theo,1,1,1,1,1.0
nằm ngoài phạm vi,1,1,1,1,1.0
có tính phổ biến,1,1,1,1,1.0
thành công sẽ,1,1,1,1,1.0
đến năm 2030 nhằm,1,1,1,1,1.0
đến năm 2045 nhằm,1,1,1,1,1.0
bao gồm mục tiêu,1,1,1,1,1.0
là xu thế phát triển tất yếu,1,1,1,1,1.0
được giải thích bởi,1,1,1,1,1.0
có vị trí đặc biệt trong,1,1,1,1,1.0
được nhấn mạnh ở,1,1,1,1,1.0
thực hiện thành công,1,1,1,1,1.0
được giao bởi,1,1,1,1,1.0
được tập huấn bởi,1,1,1,1,1.0
có từ năm,1,1,1,1,1.0
tăng trong năm,1,1,1,1,1.0
nhất trí thông qua,1,1,1,1,1.0
theo công nghệ,1,1,1,1,1.0
diễn ra liên tục,1,1,1,1,1.0
hoàn thành học vị,1,1,1,1,1.0
tham gia huấn luyện cho,1,1,1,1,1.0
đề xuất bài,1,1,1,1,1.0
ra đi đột ngột,1,1,1,1,1.0
thương xót,1,1,1,1,1.0
nhớ về,1,1,1,1,1.0
trải nghiệm công việc tại,1,1,1,1,1.0
có trụ sở ở,1,1,1,1,1.0
đạt thành tích với,1,1,1,1,1.0
đạt giải trong giai đoạn,1,1,1,1,1.0
thúc đẩy bởi,1,1,1,1,1.0
giới thiệu để,1,1,1,1,1.0
tham gia ra đề cho,1,1,1,1,1.0
phải chủ động,1,1,1,1,1.0
được tìm hiểu về,1,1,1,1,1.0
được lĩnh hội,1,1,1,1,1.0
lưu giữ,1,1,1,1,1.0
chỉ có được thông qua,1,1,1,1,1.0
đáng nhớ,1,1,1,1,1.0
bị bắt giữ,1,1,1,1,1.0
bao bọc,1,1,1,1,1.0
chưa biểu hiện rõ,1,1,1,1,1.0
quan sát thấy,1,1,1,1,1.0
co lại,1,1,1,1,1.0
trái với kỳ vọng,1,1,1,1,1.0
trái với,1,1,1,1,1.0
nhíu mày khó chịu,1,1,1,1,1.0
chưa nghĩ đến,1,1,1,1,1.0
nhận xét,1,1,1,1,1.0
là giả thuyết,1,1,1,1,1.0
thường nghĩ là,1,1,1,1,1.0
khiến bỏ qua,1,1,1,1,1.0
được anh lý giải,1,1,1,1,1.0
được rút ra,1,1,1,1,1.0
đòi hỏi khắc phục,1,1,1,1,1.0
nỗ lực thích ứng,1,1,1,1,1.0
thích ứng,1,1,1,1,1.0
chuẩn bị chu đáo,1,1,1,1,1.0
là nguyên Viện trưởng,1,1,1,1,1.0
chủ trương phát triển,1,1,1,1,1.0
đạt điểm từ,1,1,1,1,1.0
Nhà trường thực hiện,1,1,1,1,1.0
đều đạt,1,1,1,1,1.0
được sánh ngang với,1,1,1,1,1.0
đóng góp bởi,1,1,1,1,1.0
tên khác,1,1,1,1,1.0
có đội tuyển đạt,1,1,1,1,1.0
diễn ra tuyển sinh tại,1,1,1,1,1.0
khởi nghiệp với,1,1,1,1,1.0
từng làm thêm,1,1,1,1,1.0
kiếm tiền cho,1,1,1,1,1.0
tích cóp cho,1,1,1,1,1.0
đăng/bài viết về,1,1,1,1,1.0
phát tín hiệu cảnh báo,1,1,1,1,1.0
được cấp bằng độc quyền sáng chế,1,1,1,1,1.0
dành cho nghiên cứu của,1,1,1,1,1.0
là nội dung sáng chế,1,1,1,1,1.0
bàn thảo về,1,1,1,1,1.0
được kết nạp Đảng,1,1,1,1,1.0
nghiên cứu cùng với,1,1,1,1,1.0
đã dùng,1,1,1,1,1.0
đón tuyển thẳng,1,1,1,1,1.0
giành giải Nhất bởi,1,1,1,1,1.0
nhằm phổ biến,1,1,1,1,1.0
nhằm nâng cao nhận thức về,1,1,1,1,1.0
nhằm nâng cao trách nhiệm về,1,1,1,1,1.0
là thời lượng,1,1,1,1,1.0
chủ động thay đổi phương án tổ chức,1,1,1,1,1.0
đang trên đà phát triển,1,1,1,1,1.0
trợ lực cho,1,1,1,1,1.0
hỗ trợ và thúc đẩy,1,1,1,1,1.0
cung cấp kết quả cho,1,1,1,1,1.0
dư tiền gửi về,1,1,1,1,1.0
có nội dung công việc,1,1,1,1,1.0
tóm gọn,1,1,1,1,1.0
có thể phát triển thêm,1,1,1,1,1.0
bị tác động bởi,1,1,1,1,1.0
không tập trung giải quyết,1,1,1,1,1.0
là nguyên Phó Giám đốc,1,1,1,1,1.0
tập trung đầu tư phát triển,1,1,1,1,1.0
được cung cấp giải pháp bởi,1,1,1,1,1.0
có cột mốc,1,1,1,1,1.0
là ý tưởng của,1,1,1,1,1.0
thực hiện cùng nhau,1,1,1,1,1.0
trong chương trình,1,1,1,1,1.0
áp dụng chuẩn,1,1,1,1,1.0
được điều chỉnh trọng số,1,1,1,1,1.0
tăng lên cùng,1,1,1,1,1.0
chuẩn bị đi vào hoạt động,1,1,1,1,1.0
bổ sung nhân lực,1,1,1,1,1.0
chuẩn bị nhân lực,1,1,1,1,1.0
có bản tin,1,1,1,1,1.0
có tổng giá trị,1,1,1,1,1.0
theo bộ tiêu chuẩn của,1,1,1,1,1.0
đã ký,1,1,1,1,1.0
thực hiện vào ngày,1,1,1,1,1.0
được tách thành,1,1,1,1,1.0
liên quan tới mốc thời gian,1,1,1,1,1.0
đạt được do,1,1,1,1,1.0
được triệu tập tham gia,1,1,1,1,1.0
tiếp cùng,1,1,1,1,1.0
mong muốn trao đổi,1,1,1,1,1.0
được đề cập là,1,1,1,1,1.0
triển khai kế hoạch,1,1,1,1,1.0
đăng ký trực tuyến qua,1,1,1,1,1.0
liên quan ngành,1,1,1,1,1.0
ít bị ảnh hưởng bởi,1,1,1,1,1.0
mở ra cơ hội nghề nghiệp,1,1,1,1,1.0
lựa chọn nghề nghiệp trong,1,1,1,1,1.0
liên quan bối cảnh,1,1,1,1,1.0
có đơn vị đại diện là,1,1,1,1,1.0
được tạo cơ hội học tập,1,1,1,1,1.0
được tạo cơ hội,1,1,1,1,1.0
được tuyển thêm để,1,1,1,1,1.0
được cải thiện để,1,1,1,1,1.0
chỉ đạo và hỗ trợ,1,1,1,1,1.0
nhờ sự hỗ trợ để,1,1,1,1,1.0
có sự tham gia tích cực của,1,1,1,1,1.0
hỗ trợ hiệu quả cho,1,1,1,1,1.0
tiếp tục hỗ trợ cho,1,1,1,1,1.0
được AUN hỗ trợ trong,1,1,1,1,1.0
được tổng kết bởi,1,1,1,1,1.0
được đánh giá cao ở,1,1,1,1,1.0
cần được đầu tư,1,1,1,1,1.0
cần được tiến hành,1,1,1,1,1.0
có bộ tiêu chuẩn,1,1,1,1,1.0
khảo sát tại,1,1,1,1,1.0
được cập nhật thường xuyên,1,1,1,1,1.0
hướng vào,1,1,1,1,1.0
kiểm định đạt bộ tiêu chuẩn,1,1,1,1,1.0
tuân theo chuẩn,1,1,1,1,1.0
lần đầu tiên,1,1,1,1,1.0
đánh giá dựa trên,1,1,1,1,1.0
tạo điều kiện thuận lợi,1,1,1,1,1.0
đánh giá sơ bộ,1,1,1,1,1.0
báo cáo kết thúc,1,1,1,1,1.0
được kỷ niệm trong,1,1,1,1,1.0
nhận kết quả từ,1,1,1,1,1.0
đã dành nhiều công sức cho,1,1,1,1,1.0
thực hiện đánh giá toàn diện,1,1,1,1,1.0
cải thiện trong thời gian tới,1,1,1,1,1.0
được nêu ra bởi,1,1,1,1,1.0
được nghe từ,1,1,1,1,1.0
giúp Nhà trường có kế hoạch,1,1,1,1,1.0
diễn ra cập nhật,1,1,1,1,1.0
tiếp và làm việc,1,1,1,1,1.0
do dẫn đầu,1,1,1,1,1.0
tạo hứng thú cho,1,1,1,1,1.0
là sinh viên năm thứ năm,1,1,1,1,1.0
có thời gian đăng ký,1,1,1,1,1.0
gặp sự cố,1,1,1,1,1.0
hợp tác cùng,1,1,1,1,1.0
giải quyết trọn vẹn,1,1,1,1,1.0
có NCS theo,1,1,1,1,1.0
được đề xuất là,1,1,1,1,1.0
hiểu rằng,1,1,1,1,1.0
đưa ra hướng dẫn,1,1,1,1,1.0
cần mở rộng phạm vi,1,1,1,1,1.0
không nên giới hạn,1,1,1,1,1.0
mỗi tổ chức phải xác định,1,1,1,1,1.0
được tạo tại,1,1,1,1,1.0
phải đủ dài để,1,1,1,1,1.0
cần tránh,1,1,1,1,1.0
không nên,1,1,1,1,1.0
phải tính đến,1,1,1,1,1.0
thấp hơn,1,1,1,1,1.0
chưa cao ngay được,1,1,1,1,1.0
được nêu ví dụ,1,1,1,1,1.0
không phải thuần túy,1,1,1,1,1.0
bao trùm,1,1,1,1,1.0
không phát triển được vì,1,1,1,1,1.0
là đơn vị đào tạo và nghiên cứu,1,1,1,1,1.0
hợp với,1,1,1,1,1.0
bàn bạc,1,1,1,1,1.0
áp dụng hình thức,1,1,1,1,1.0
là việc đầu tiên,1,1,1,1,1.0
phụ thuộc nhiều vào,1,1,1,1,1.0
phải giữ,1,1,1,1,1.0
có bài đăng về,1,1,1,1,1.0
được ban hành theo Quyết định số,1,1,1,1,1.0
thuộc khối kiến thức chung trong,1,1,1,1,1.0
đáp ứng điều kiện về,1,1,1,1,1.0
thu học phí 03 tháng,1,1,1,1,1.0
thuộc khuôn khổ của,1,1,1,1,1.0
nghiên cứu theo,1,1,1,1,1.0
được đăng ký vào ngày,1,1,1,1,1.0
ban hành/có công văn,1,1,1,1,1.0
diện,1,1,1,1,1.0
có chương trình tương ứng,1,1,1,1,1.0
ghi trong thông báo,1,1,1,1,1.0
được điều chỉnh học phí,1,1,1,1,1.0
đã nộp học phí,1,1,1,1,1.0
xử lý/thu,1,1,1,1,1.0
là khoản,1,1,1,1,1.0
có giá trị theo,1,1,1,1,1.0
có thể chuyển khoản trực tiếp,1,1,1,1,1.0
ngân hàng,1,1,1,1,1.0
tên người nhận,1,1,1,1,1.0
làm nội dung chuyển tiền,1,1,1,1,1.0
được tăng cường tuyên truyền,1,1,1,1,1.0
cấm đi kèm với,1,1,1,1,1.0
không được sử dụng khi,1,1,1,1,1.0
được đội khi,1,1,1,1,1.0
được thắt khi,1,1,1,1,1.0
được kiểm soát theo,1,1,1,1,1.0
được đảm bảo cùng với,1,1,1,1,1.0
nằm trong dịp,1,1,1,1,1.0
tăng cường công tác,1,1,1,1,1.0
ban hành chỉ đạo,1,1,1,1,1.0
ban hành công văn chỉ đạo,1,1,1,1,1.0
diễn biến phức tạp tại,1,1,1,1,1.0
được thực hiện đúng,1,1,1,1,1.0
thu học phí lần đầu,1,1,1,1,1.0
thu học phí,1,1,1,1,1.0
ban hành nghị quyết,1,1,1,1,1.0
yêu cầu không mang,1,1,1,1,1.0
hoàn thành bước tiếp theo,1,1,1,1,1.0
đặc biệt ghi nhận,1,1,1,1,1.0
nguồn động viên và cổ vũ,1,1,1,1,1.0
tiến hành cài đặt,1,1,1,1,1.0
đạt hiệu quả với,1,1,1,1,1.0
"phòng, chống",1,1,1,1,1.0
được xem xét theo,1,1,1,1,1.0
nêu cho,1,1,1,1,1.0
cấp bậc,1,1,1,1,1.0
giúp hiểu rõ,1,1,1,1,1.0
tìm thấy thông tin tại,1,1,1,1,1.0
được tham gia thông qua,1,1,1,1,1.0
là nội dung tập huấn của,1,1,1,1,1.0
hoặc nộp,1,1,1,1,1.0
đến nộp tại,1,1,1,1,1.0
được yêu cầu đọc,1,1,1,1,1.0
sẽ gửi hướng dẫn,1,1,1,1,1.0
rơi vào,1,1,1,1,1.0
phải làm thủ tục dự thi,1,1,1,1,1.0
được phòng Đào tạo cập nhật gửi,1,1,1,1,1.0
được Nhà trường cấp,1,1,1,1,1.0
được yêu cầu thường xuyên cập nhật,1,1,1,1,1.0
được sinh viên liên hệ tới,1,1,1,1,1.0
được lựa chọn ngành học trong,1,1,1,1,1.0
nộp online theo,1,1,1,1,1.0
phải nộp đơn trước,1,1,1,1,1.0
không có đơn đăng ký ngành học thì,1,1,1,1,1.0
phân ngành học cho,1,1,1,1,1.0
thực hiện việc làm đơn sau,1,1,1,1,1.0
được kê khai,1,1,1,1,1.0
dùng để kê khai,1,1,1,1,1.0
tra cứu tại,1,1,1,1,1.0
cần truy cập,1,1,1,1,1.0
cần kê khai,1,1,1,1,1.0
đã nộp tiền,1,1,1,1,1.0
đã nộp tiền trong đợt nhập Trường,1,1,1,1,1.0
Nhà trường sẽ thông báo,1,1,1,1,1.0
hướng dẫn cụ thể,1,1,1,1,1.0
được yêu cầu thực hiện đúng,1,1,1,1,1.0
được thông báo để thực hiện,1,1,1,1,1.0
có lời trân trọng,1,1,1,1,1.0
được kiểm tra dữ liệu,1,1,1,1,1.0
chụp lại,1,1,1,1,1.0
từ QH-2016 trở về trước,1,1,1,1,1.0
được bảo trợ chuyên môn bởi,1,1,1,1,1.0
đăng bài cho,1,1,1,1,1.0
được nêu vào,1,1,1,1,1.0
có tầng,1,1,1,1,1.0
bài viết liên quan đến,1,1,1,1,1.0
gắn với việc cấp,1,1,1,1,1.0
viết theo mẫu,1,1,1,1,1.0
áp dụng từ thứ,1,1,1,1,1.0
có thêm ngày,1,1,1,1,1.0
đưa từ,1,1,1,1,1.0
cố gắng tạo ra,1,1,1,1,1.0
đang theo học,1,1,1,1,1.0
giải quyết vấn đề,1,1,1,1,1.0
chú ý đến,1,1,1,1,1.0
làm việc được trong,1,1,1,1,1.0
biết cách,1,1,1,1,1.0
được xét cấp cho,1,1,1,1,1.0
ra quyết định vào,1,1,1,1,1.0
đầu tư bởi,1,1,1,1,1.0
có trung tâm R&D tại,1,1,1,1,1.0
là một trong những trung tâm R&D của,1,1,1,1,1.0
ứng tuyển vào,1,1,1,1,1.0
được gửi theo,1,1,1,1,1.0
xét đề nghị,1,1,1,1,1.0
xét bởi,1,1,1,1,1.0
có công nghệ cao,1,1,1,1,1.0
lập trình vận hành,1,1,1,1,1.0
học tập làm việc với,1,1,1,1,1.0
có cơ hội được nhận,1,1,1,1,1.0
xem xét cho,1,1,1,1,1.0
xem xét sau,1,1,1,1,1.0
là hình thức,1,1,1,1,1.0
ban hành lịch,1,1,1,1,1.0
nhận tài liệu từ,1,1,1,1,1.0
để phục vụ cho,1,1,1,1,1.0
